sy	wilcox_p	wilcox_p2	log2foldchange	lab	show
DHPS	0.00542461572989952	0.0054	1.07777346326816	up	no
CTD-2192J16.26	0.0458314689426745	0.046	1.0059288038505	up	no
GNG14	0.382398105748797	0.38	1.07494385241728	no	no
FBXW9	0.0196294611948265	0.02	0.655543273795932	no	no
TNPO2	0.00603827835733704	0.006	0.857762505099333	no	no
SNORD41	0.445088381986749	0.45	0.937700556374467	no	no
CTD-2659N19.4	0.872600060989729	0.87	0.237268832372938	no	no
TRIR	0.0575222939964668	0.058	0.430940964332979	no	no
GET3	0.0196294611948265	0.02	0.448619272443082	no	no
BEST2	0.00141094561990472	0.0014	1.01969253476017	up	no
HOOK2	0.00435882668997611	0.0044	0.843901471753189	no	no
CTD-2659N19.9	0.364612041083578	0.36	-0.0434908483567532	no	no
MIR5684	0.401735637055398	0.4	-1.02258512654232	no	no
JUNB	0.887529933525342	0.89	-0.00770278757492938	no	no
PRDX2	0.00671173841875019	0.0067	0.620168243540818	no	no
CTD-2659N19.10	0.109895437026843	0.11	1.0329047644981	no	no
THSD8	0.255819605436081	0.26	0.400708952843468	no	no
RNASEH2A	0.0770410526507491	0.077	0.895535420272416	no	no
RTBDN	0.0427507282626932	0.043	1.26928554328448	up	no
CTD-2265O21.3	0.0155723547607025	0.016	1.48063934461441	up	no
MAST1	4.99111088029153e-05	5e-05	2.24688443839374	up	no
DNASE2	0.625832791427982	0.63	-0.281473071257243	no	no
CTD-2265O21.7	0.653557298498807	0.65	0.666581159440235	no	no
KLF1	0.000123699486610531	0.00012	1.48631719410514	up	no
GCDH	0.158400563197595	0.16	0.363850617687408	no	no
RPS6P25	0.235780148867438	0.24	0.331820166039041	no	no
SYCE2	0.262009234313215	0.26	0.766099921567781	no	no
MIR5695	0.731406157372783	0.73	0.886972566793875	no	no
FARSA	0.00116999639174036	0.0012	0.930438956186361	no	no
FARSA-AS1	0.138812832618011	0.14	0.746211068726966	no	no
CALR	0.717648464978405	0.72	0.0233373745136672	no	no
RAD23A	0.0234626183133903	0.023	0.515771626289029	no	no
GADD45GIP1	0.717648464978405	0.72	0.129028568354558	no	no
DAND5	0.671142598033232	0.67	0.0957813927931885	no	no
NFIX	0.00132963054822808	0.0013	0.755008708061045	no	no
CTC-239J10.1	0.139812288497734	0.14	0.903996973647995	no	no
AC007787.2	0.0595601079135505	0.06	0.533224119188814	no	no
AC007787.3	0.0216243646364509	0.022	0.644022055126079	no	no
LYL1	0.123606939257179	0.12	-0.35072027934642	no	no
TRMT1	0.00276365181218258	0.0028	0.861845982389275	no	no
NACC1	0.421639375952352	0.42	0.172822445821259	no	no
AC005546.2	0.0694859808856224	0.069	0.905867197160573	no	no
STX10	0.00348149743414161	0.0035	0.736712174507753	no	no
IER2	0.498414930252522	0.5	0.174562938127378	no	no
RPL12P42	0.199926320276013	0.2	0.218682457891938	no	no
CACNA1A	0.290133185157779	0.29	0.531527214355659	no	no
CCDC130	0.0111517479744182	0.011	0.708166520812809	no	no
MRI1	0.0214738582774679	0.021	0.591956266079754	no	no
CTB-5E10.3	0.213954526479435	0.21	-0.181106248649516	no	no
C19orf53	0.385942304072423	0.39	0.156220510823467	no	no
ZSWIM4	0.0135345014952649	0.014	1.12384054957486	up	no
CTD-3252C9.2	0.0714994290751051	0.071	1.57667951509078	no	no
MIR23AHG	0.962401792222935	0.96	-0.971650282531469	no	no
NANOS3	0.0667298552382576	0.067	0.622575673910531	no	no
MIR181C	0.249173915850392	0.25	0.997257721827222	no	no
MIR181D	0.343420687517786	0.34	0.442984358403879	no	no
BRME1	0.000340296869261988	0.00034	1.64783766251295	up	no
CC2D1A	0.765197209232497	0.77	-0.0127622776587776	no	no
PODNL1	0.00078863366972633	0.00079	-2.60425671589089	down	no
DCAF15	0.00913960329281132	0.0091	0.727497324779111	no	no
RFX1	0.0101025073904858	0.01	0.613619740544006	no	no
CTB-55O6.13	0.48390031744765	0.48	0.17636597636409	no	no
RLN3	0.381544515020935	0.38	-0.418925678105695	no	no
IL27RA	0.694255215968743	0.69	0.246568460722357	no	no
PALM3	0.000522678276590694	0.00052	1.52649566045778	up	no
EEF1DP1	0.248659162427515	0.25	0.426291484327242	no	no
MISP3	0.717648464978405	0.72	-0.0696416941875437	no	no
C19orf67	0.259601139047627	0.26	0.618526118073299	no	no
SAMD1	7.04626452473591e-05	7e-05	0.784252616804159	no	no
PRKACA	1	1	-0.00426292055920317	no	no
CTB-55O6.10	0.641325072959299	0.64	0.543760063098856	no	no
ASF1B	8.33832326055854e-05	8.3e-05	1.5641223518395	up	no
ADGRL1-AS1	0.123606939257179	0.12	0.357996424149315	no	no
ADGRL1	0.0493699863064517	0.049	0.594760657737092	no	no
RN7SL231P	0.872600060989729	0.87	0.427290108647794	no	no
CTD-2189E23.3	0.160146112263311	0.16	0.97250737488842	no	no
CTD-2189E23.1	0.156306886905879	0.16	0.555999420167065	no	no
CTD-2189E23.2	0.652767652964294	0.65	0.708788952768954	no	no
LINC01841	0.214225839244656	0.21	0.0716158999557839	no	no
LINC01842	0.430467928965764	0.43	0.648095744186524	no	no
ADGRE5	0.581859596609717	0.58	-0.411281045101601	no	no
DDX39A	0.000136103914385552	0.00014	1.24764829630779	up	no
PKN1	0.0303830303346674	0.03	0.405055607364327	no	no
CTC-548K16.6	0.146009008326441	0.15	0.519340838153761	no	no
PTGER1	0.0540812234879407	0.054	0.882943616188955	no	no
GIPC1	0.262009234313215	0.26	0.165020194188861	no	no
SNRPGP15	0.0493699863064517	0.049	0.712363771114725	no	no
DNAJB1	0.60367076210369	0.6	0.821389918936767	no	no
TECR	0.518678945244979	0.52	0.00475737484184318	no	no
NDUFB7	0.385942304072423	0.39	0.329045248509541	no	no
CLEC17A	0.0717570518622554	0.072	-0.283915054770747	no	no
RN7SL337P	0.401735637055398	0.4	-0.289066959905519	no	no
RN7SL842P	0.872600060989729	0.87	0.620748396723265	no	no
ADGRE3	0.031737660797746	0.032	-0.438844101387341	no	no
ITGB1P1	0.352107497951274	0.35	0.227062823740483	no	no
ZNF333	0.00486618723818909	0.0049	0.942548633235947	no	no
ADGRE2	0.741302403279195	0.74	-0.39013151115452	no	no
OR7C1	0.0356152359108123	0.036	0.528899814670802	no	no
OR7A5	0.670300272864133	0.67	0.3872942836749	no	no
OR7A8P	0.117940144029158	0.12	0.305168327308633	no	no
OR7A17	0.0501275086717424	0.05	0.123453107826055	no	no
OR7A1P	0.288175633383966	0.29	3.73110505426409	no	no
OR7A3P	0.872600060989729	0.87	2.32451178564294	no	no
OR7A15P	0.288175633383966	0.29	0.140281442056858	no	no
SLC1A6	0.00026235142580123	0.00026	1.81430665058312	up	no
CCDC105	0.0389047148846103	0.039	0.565900650118447	no	no
CASP14	0.936095390960732	0.94	0.00765966710093085	no	no
OR1I1	0.0501275086717424	0.05	0.0753907017769617	no	no
SYDE1	0.199926320276013	0.2	0.455024059073465	no	no
ILVBL	0.077081563486748	0.077	0.567209501683573	no	no
ILVBL-AS1	0.0996116774904601	0.1	1.17784281162362	no	no
OR10B1P	0.401735637055398	0.4	-0.322805453531007	no	no
NOTCH3	0.140197142557822	0.14	0.535279241729615	no	no
AC004257.1	0.641325072959299	0.64	0.323239803593392	no	no
EPHX3	0.138751441124264	0.14	0.345775782566952	no	no
BRD4	0.0421855472235406	0.042	0.895083149556328	no	no
AC005776.1	0.294258398739838	0.29	0.0908404314945452	no	no
LLNLR-246C6.1	0.0456621220209066	0.046	0.490002448879949	no	no
AKAP8	0.00671173841875019	0.0067	0.798492250911134	no	no
AC005785.2	0.0578717242425531	0.058	0.763127974372606	no	no
AKAP8L	0.00060065309489933	6e-04	0.998092428243761	no	no
AC005785.5	0.381280789179051	0.38	0.323759505661285	no	no
WIZ	8.33832326055854e-05	8.3e-05	1.12014851566603	up	no
RASAL3	0.199926320276013	0.2	-0.468909174593972	no	no
PGLYRP2	0.269887500308229	0.27	0.0798842906287077	no	no
CYP4F22	0.137262567377329	0.14	-0.407591324317401	no	no
CTB-187L3.1	0.884863616070579	0.88	0.130670669917747	no	no
RPL23AP2	0.786642267949339	0.79	-0.00178815330209008	no	no
AD000091.2	0.401735637055398	0.4	-0.151761298516573	no	no
CYP4F8	0.288175633383966	0.29	0.0209360340923378	no	no
CYP4F3	0.714212011578052	0.71	-0.0271159231233505	no	no
CYP4F10P	0.288175633383966	0.29	0.355587732482775	no	no
CYP4F12	0.702421822807767	0.7	1.13507829477067	no	no
OR10H2	0.406520982090715	0.41	0.385939997896109	no	no
OR10H3	0.401735637055398	0.4	-0.0699322246918109	no	no
CYP4F24P	0.197162151234539	0.2	0.717885599612596	no	no
LLNLR-249E10.1	0.116455815114276	0.12	2.20847579968427	no	no
OR10H5	0.0926400502377457	0.093	1.95023632048026	no	no
OR10H1	0.101931550911445	0.1	0.213761099493303	no	no
LLNLR-265D5.1	0.288175633383966	0.29	0.257146353199929	no	no
LINC01764	0.838213409706278	0.84	0.0136929258249897	no	no
UCA1	0.000686972740473907	0.00069	0.865110487036889	no	no
CLEC4O	0.401735637055398	0.4	-0.175975550967887	no	no
CYP4F2	0.146009008326441	0.15	1.36446118820897	no	no
AC005336.5	0.0443557280156205	0.044	2.37700353109781	up	no
LLNLF-158E9.1	0.73364422005637	0.73	0.809895599827006	no	no
AC005336.4	0.0466062507431991	0.047	-1.67441940070279	down	no
CYP4F11	0.0135345014952649	0.014	-1.45197774881236	down	no
LINC00905	0.288175633383966	0.29	0.0310155373378446	no	no
LLNLF-136C3.1	0.288175633383966	0.29	0.215185513827988	no	no
OR1AB1P	0.406520982090715	0.41	0.294408985370615	no	no
TPM4	0.0827143840096567	0.083	0.584364810925522	no	no
CTD-2231E14.2	0.000159464476452093	0.00016	1.29666867748774	up	no
CTD-2231E14.5	0.414090126593677	0.41	-0.770989243867774	no	no
RAB8A	0.131705189077262	0.13	0.332069510441971	no	no
CTD-2231E14.8	0.169879935855668	0.17	0.392607588653445	no	no
HSH2D	0.936547591363861	0.94	-0.128232559551037	no	no
CIB3	0.0761000191913205	0.076	1.10429031419428	no	no
FAM32A	0.0179212367196174	0.018	0.616850359650322	no	no
CTD-2562J15.4	0.0255031052778101	0.026	1.02062806196783	up	no
CTD-2562J15.8	0.00445273241261876	0.0045	1.81668168109356	up	no
AP1M1	0.0101025073904858	0.01	0.644953107684722	no	no
KLF2-DT	0.12316616160563	0.12	0.71683950758752	no	no
KLF2	0.168129982230901	0.17	-0.395643453342022	no	no
CTD-2013N17.7	0.947687266609109	0.95	-0.308016065394839	no	no
EPS15L1	0.0111517479744182	0.011	0.652201351761323	no	no
CTD-2013N17.6	0.00671173841875019	0.0067	0.801294924141488	no	no
CTD-2013N17.1	0.0695618420003773	0.07	0.530354650179932	no	no
CTD-2013N17.4	0.79292349339057	0.79	0.593718901598426	no	no
CALR3	0.748321686929985	0.75	0.11394965917732	no	no
CTD-3222D19.2	0.872600060989729	0.87	0.0271829701091695	no	no
C19orf44	0.0163410558097465	0.016	0.562843439291807	no	no
CHERP	0.00078863366972633	0.00079	1.09748966191279	up	no
RN7SL146P	0.474812635771917	0.47	0.253857362636701	no	no
CTD-3222D19.12	0.00435882668997611	0.0044	0.688706033157552	no	no
SLC35E1	0.115892724893348	0.12	0.38370485374364	no	no
CTD-3222D19.8	0.00542461572989952	0.0054	0.871642979673823	no	no
MED26	0.0163410558097465	0.016	0.608537674731971	no	no
CTC-429P9.4	0.485661089668837	0.49	0.13403291038563	no	no
CTD-3222D19.9	0.0209858611591236	0.021	0.641723487772209	no	no
CTD-3222D19.4	0.578310067233046	0.58	0.0153838801418731	no	no
CTC-429P9.2	0.149092623625566	0.15	0.48201770470107	no	no
CTC-429P9.1	0.290133185157779	0.29	0.304764796052761	no	no
SMIM7	0.498414930252522	0.5	0.0408130971434014	no	no
CTC-429P9.3	0.694255215968743	0.69	0.119194102827658	no	no
CTC-429P9.5	0.0946262682257797	0.095	0.439825542203865	no	no
TMEM38A	0.560414292745471	0.56	-0.6943149891639	no	no
CTD-2538G9.3	0.277815162496313	0.28	-0.934606954455287	no	no
NWD1	1.11515361480512e-05	1.1e-05	-2.99459438455988	down	yes
SIN3B	0.0234626183133903	0.023	0.621435473834576	no	no
CTD-2538G9.5	0.0218106808434444	0.022	0.995622758408435	no	no
F2RL3	0.00153566140793978	0.0015	1.47827713433372	up	no
CPAMD8	0.560414292745471	0.56	-0.457753988162656	no	no
RN7SL823P	0.288175633383966	0.29	0.484086700292939	no	no
CTD-2528A14.1	0.401735637055398	0.4	-0.260289356904767	no	no
HAUS8	0.00060065309489933	6e-04	1.19908056219665	up	no
CTD-2528A14.3	0.0202229302811949	0.02	1.81263888875156	up	no
MYO9B	0.0111517479744182	0.011	0.779362232927832	no	no
CTD-2528A14.5	0.446625705810519	0.45	-0.606411093412971	no	no
CTD-3032J10.2	0.666020256762826	0.67	-0.364343000294009	no	no
CTD-3032J10.4	0.163042601403672	0.16	2.07456677570579	no	no
CTD-3032J10.3	0.936708233274029	0.94	0.39963130998251	no	no
USE1	0.0667298552382576	0.067	0.397970895965221	no	no
OCEL1	0.789311587720163	0.79	-0.0118929078602621	no	no
NR2F6	0.223368073144892	0.22	0.400770848794935	no	no
AC010646.3	0.288175633383966	0.29	0.223314097961583	no	no
USHBP1	0.741302403279195	0.74	0.270188930594568	no	no
BABAM1	0.077081563486748	0.077	0.456834485040818	no	no
ANKLE1	0.00078863366972633	0.00079	1.78816182036014	up	no
ABHD8	0.235780148867438	0.24	-0.230554617680173	no	no
MRPL34	0.987463172778485	0.99	0.00908317401372598	no	no
CTD-2278I10.4	0.643607199757578	0.64	-0.278932813600003	no	no
DDA1	0.0456621220209066	0.046	0.416712353992921	no	no
ANO8	0.0101025073904858	0.01	0.641671122754721	no	no
GTPBP3	0.0101025073904858	0.01	0.830829703631182	no	no
PLVAP	0.140197142557822	0.14	0.670951593462726	no	no
CTD-2278I10.1	0.765084001834143	0.77	0.118595501418936	no	no
CCDC194	0.910959183566287	0.91	-0.270518819031985	no	no
BST2	0.320166018066783	0.32	-0.506339550229268	no	no
BISPR	0.0949499508961713	0.095	-0.633598462621635	no	no
MVB12A	0.0111517479744182	0.011	0.411467857756508	no	no
CTD-2521M24.6	0.0192797891054063	0.019	0.683560109308987	no	no
CTD-2521M24.4	0.358249819321935	0.36	-0.0469748593160116	no	no
CTD-2521M24.8	0.551513718655162	0.55	-0.586642556139421	no	no
TMEM221	0.0827126848392551	0.083	-0.998666236801187	no	no
CTD-2521M24.11	0.247165589980719	0.25	-0.753575377427906	no	no
NXNL1	0.0926400502377457	0.093	-0.585239572477115	no	no
SLC27A1	0.0949499508961713	0.095	-0.697854570787936	no	no
PGLS-DT	0.0667298552382576	0.067	0.379552916866672	no	no
PGLS	0.140197142557822	0.14	0.254041772896544	no	no
CTD-3131K8.3	0.576063585331274	0.58	0.174022470172876	no	no
NIBAN3	0.140197142557822	0.14	0.263402542270591	no	no
COLGALT1	0.0717570518622554	0.072	0.262788214176363	no	no
CTD-3131K8.1	0.382398105748797	0.38	0.47747015059131	no	no
UNC13A	0.0196294611948265	0.02	1.51072219527596	up	no
CTD-3149D2.3	0.0352185772131337	0.035	1.21433453952236	up	no
CTD-3149D2.2	0.138812832618011	0.14	0.726695117887241	no	no
MAP1S	0.0619885900001061	0.062	0.409177078638007	no	no
FCHO1	0.0256044710667494	0.026	0.57910256373975	no	no
B3GNT3	0.53990511485483	0.54	-0.0834467834640095	no	no
INSL3	1	1	-0.210016209150656	no	no
JAK3	0.539349703261296	0.54	-0.18481673966454	no	no
RPL18A	0.00245646307567908	0.0025	0.835243574488916	no	no
SLC5A5	0.93536576014991	0.94	-0.0939814178697746	no	no
CCDC124	0.0111517479744182	0.011	0.534144121968077	no	no
KCNN1	0.0111517479744182	0.011	1.49505470679405	up	no
ARRDC2	0.765197209232497	0.77	-0.0693252887416883	no	no
CTB-52I2.4	0.00913960329281132	0.0091	0.841776443977457	no	no
RPS18P13	0.288175633383966	0.29	0.295086502639599	no	no
IL12RB1	0.539349703261296	0.54	-0.383472419189597	no	no
MAST3	0.00913960329281132	0.0091	0.671249011689627	no	no
AC007192.4	0.777780482153545	0.78	0.0521511546700182	no	no
PIK3R2	0.0669911494366355	0.067	0.388761986056569	no	no
IFI30	0.0560989023692625	0.056	-1.21324127643029	no	no
MPV17L2	0.320166018066783	0.32	0.213006516547088	no	no
RAB3A	0.352107497951274	0.35	1.28446379808822	no	no
AC068499.10	0.328925129026709	0.33	0.402321073445324	no	no
LLNLR-225F10.1	0.446740282051974	0.45	0.0876774201725811	no	no
PDE4C	0.0522854979373752	0.052	0.492963657173877	no	no
CTC-251H24.14	0.936095390960732	0.94	-0.0688563348980345	no	no
IQCN	0.0330383315917115	0.033	0.553815278718537	no	no
JUND	0.47856880680962	0.48	0.452268535633757	no	no
MIR3188	0.916651717256631	0.92	-0.33905318145044	no	no
RPL39P38	0.0363674261189153	0.036	0.734693808108859	no	no
LSM4	0.00170826169534595	0.0017	0.798263627705741	no	no
RN7SL513P	0.448223438609697	0.45	-0.321499189037619	no	no
PGPEP1	0.518678945244979	0.52	-0.196550718106862	no	no
GDF15	0.0456621220209066	0.046	-2.9056502813523	down	no
MIR3189	0.0198466391940758	0.02	-5.29670123284891	down	no
LRRC25	0.235780148867438	0.24	-0.649434764349595	no	no
SSBP4	0.00825722523488441	0.0083	0.637454336480415	no	no
ISYNA1	7.41173342728353e-06	7.4e-06	1.43443239459189	up	no
CTD-3137H5.1	0.238987025750755	0.24	0.34230703569468	no	no
ELL	0.115892724893348	0.12	0.302389002782425	no	no
AC005387.3	0.773283220720329	0.77	-0.141581018050874	no	no
FKBP8	0.741302403279195	0.74	-0.0201883996787592	no	no
AC005387.2	0.452742787457763	0.45	0.171602678534004	no	no
KXD1	0.0214738582774679	0.021	0.429834081619715	no	no
AC005253.2	0.0163410558097465	0.016	0.647555429552606	no	no
UBA52	0.0214738582774679	0.021	0.496747732186232	no	no
CRLF1	0.625832791427982	0.63	1.37635373088493	no	no
REX1BD	0.0667298552382576	0.067	0.491453593575977	no	no
TMEM59L	0.0421855472235406	0.042	0.766818150570143	no	no
KLHL26	0.0214738582774679	0.021	1.1050876518487	up	no
CRTC1	0.00348149743414161	0.0035	0.877600494935446	no	no
COMP	0.0230470014246535	0.023	-1.6444607952413	down	no
UPF1	0.0330383315917115	0.033	0.516436164278638	no	no
CERS1	0.440172046743713	0.44	-0.231170366402004	no	no
AC005197.2	0.0269165817584441	0.027	0.629323868248664	no	no
COPE	0.717648464978405	0.72	0.198983333508309	no	no
DDX49	0.000688904776140096	0.00069	0.887241503989576	no	no
HOMER3	0.912411266868763	0.91	0.043206187164098	no	no
HOMER3-AS1	0.186412120911616	0.19	-0.464101415366429	no	no
SUGP2	0.00217992375348233	0.0022	0.934390523589031	no	no
ARMC6	0.000252967754795588	0.00025	1.15333581097891	up	no
SLC25A42	0.0667298552382576	0.067	0.429324348448258	no	no
TMEM161A	0.0389295444306838	0.039	0.660788964304046	no	no
MEF2B	0.151706292020998	0.15	0.853805955071245	no	no
BORCS8-MEF2B	0.411207889293668	0.41	-0.221919576198865	no	no
BORCS8	0.0949499508961713	0.095	0.321799298005246	no	no
RFXANK	0.459151470837658	0.46	0.215108965366308	no	no
NR2C2AP	0.00310429214667797	0.0031	0.918968150481482	no	no
NCAN	0.199926320276013	0.2	0.0804904088327104	no	no
RNU6-1028P	0.00953112943647766	0.0095	0.638705778830926	no	no
AC138430.4	0.79292349339057	0.79	0.141957463190633	no	no
HAPLN4	0.211142064693175	0.21	0.261918415062907	no	no
TM6SF2	0.000522678276590694	0.00052	1.1360502503823	up	no
SUGP1	0.0135345014952649	0.014	0.571209490429364	no	no
MAU2	0.00435882668997611	0.0044	0.891881326422376	no	no
GATAD2A	0.00132963054822808	0.0013	0.69798392349631	no	no
CTB-184G21.3	0.401735637055398	0.4	-0.296984499627379	no	no
TSSK6	0.131705189077262	0.13	0.536316875337074	no	no
NDUFA13	0.0019313299121213	0.0019	1.25580467886649	up	no
CTC-260F20.3	0.00122858950766961	0.0012	1.65011837943678	up	no
YJEFN3	0.00060065309489933	6e-04	1.55013051427674	up	no
CILP2	0.00262394115046625	0.0026	1.29650654632146	up	no
PBX4	1.22060154662449e-06	1.2e-06	1.5958570277427	up	no
PHF5CP	0.893948358540419	0.89	-0.139134533005261	no	no
AC002306.1	0.368968814652069	0.37	0.694189924120531	no	no
LPAR2	0.00102771639773537	0.001	0.974880499022741	no	no
GMIP	0.168129982230901	0.17	0.333223582882388	no	no
ATP13A1	0.00542461572989952	0.0054	0.741349476628569	no	no
ZNF101	0.0256044710667494	0.026	0.650322847720574	no	no
CTC-412M14.6	0.13266790223346	0.13	0.997971870294288	no	no
CTC-412M14.5	0.87963417981891	0.88	0.343754700285766	no	no
ZNF14	0.00170826169534595	0.0017	0.878533246469499	no	no
CTC-559E9.12	0.385942304072423	0.39	0.486663221975012	no	no
CTC-559E9.14	0.338974141929159	0.34	0.458293939986549	no	no
CTC-559E9.9	0.493419931405461	0.49	0.165124218159277	no	no
LINC00663	0.0533196963678118	0.053	0.661953128391216	no	no
CTC-559E9.15	0.425397516154986	0.43	0.280016188790496	no	no
CTC-559E9.4	0.835756361967637	0.84	-0.218882474319962	no	no
CTC-559E9.2	0.872600060989729	0.87	0.162694784800807	no	no
ZNF56	0.0101025073904858	0.01	0.631564871173977	no	no
ZNF506	0.0135345014952649	0.014	0.665399708991436	no	no
CTC-559E9.5	0.0256044710667494	0.026	0.638237557946489	no	no
BNIP3P9	0.406520982090715	0.41	0.52270530070968	no	no
ZNF253	0.000252967754795588	0.00025	1.39247648578853	up	no
BNIP3P10	0.0375370482983638	0.038	1.28560134589413	up	no
CTC-559E9.8	0.00060065309489933	6e-04	1.60046036732958	up	no
ZNF93	3.4959013534242e-05	3.5e-05	1.73465021810012	up	no
CTC-559E9.13	0.00514974676640647	0.0051	1.8993146886437	up	no
AC007204.3	0.288175633383966	0.29	0.250631582483299	no	no
ZNF682	8.33832326055854e-05	8.3e-05	1.25986189627021	up	no
AC006539.3	0.0465677613868654	0.047	1.38472418776738	up	no
ZNF90	1.87195394145999e-07	1.9e-07	2.09253419388245	up	no
AC006539.2	0.117940144029158	0.12	0.831788847655099	no	no
CTC-260E6.12	0.401735637055398	0.4	-0.161434419753485	no	no
CTC-260E6.6	7.41173342728353e-06	7.4e-06	2.01093632520467	up	no
CTC-260E6.9	0.229598129210231	0.23	1.28483006809635	no	no
BNIP3P15	0.0232904801642415	0.023	1.48008090683383	up	no
ZNF486	0.00060065309489933	6e-04	1.35776058811448	up	no
BNIP3P16	0.00365952162562095	0.0037	1.85501138527465	up	no
CTC-260E6.7	0.406520982090715	0.41	0.786933189088118	no	no
CTC-260E6.3	8.82180251151076e-05	8.8e-05	1.60235394496837	up	no
CTC-260E6.4	1.97157254302306e-06	2e-06	2.19275310962868	up	no
BNIP3P17	3.59552267587234e-05	3.6e-05	2.40644204012321	up	no
AC078899.4	0.288175633383966	0.29	0.539116075837661	no	no
AC078899.1	0.702421822807767	0.7	0.00482361035997224	no	no
BNIP3P18	0.401735637055398	0.4	-0.302431776442797	no	no
AC078899.3	0.0212053090242909	0.021	0.815859840352169	no	no
BNIP3P19	0.213954526479435	0.21	-0.550158377583582	no	no
ZNF826P	0.0101025073904858	0.01	1.37934007751686	up	no
BNIP3P20	0.485661089668837	0.49	0.215639127628653	no	no
CTC-575C13.4	0.48390031744765	0.48	-0.236664074975671	no	no
MIR1270	0.0761000191913205	0.076	1.92848426071682	no	no
BNIP3P22	0.0501275086717424	0.05	0.627480217091033	no	no
CTC-513N18.6	0.0125887705415745	0.013	1.66427752715264	up	no
BNIP3P23	0.288175633383966	0.29	0.274474437327471	no	no
ZNF737	0.000217390777518683	0.00022	1.47051952985476	up	no
CTC-513N18.7	0.117940144029158	0.12	0.429532763498392	no	no
VN1R78P	0.1164652729737	0.12	1.21673718764857	no	no
CTD-2332E11.2	0.0690054046588443	0.069	1.10452945619836	no	no
ZNF626	0.0358839090302581	0.036	0.829823762726675	no	no
CTD-2542C24.14	0.445088381986749	0.45	0.124077320915746	no	no
CTD-2626G11.2	0.0501275086717424	0.05	0.0736821305294118	no	no
VN1R79P	0.288175633383966	0.29	0.224120457553624	no	no
ZNF66	0.000252967754795588	0.00025	1.46735317290181	up	no
CTD-2542C24.3	0.121966166503244	0.12	1.58301541488558	no	no
ZNF85	0.0135345014952649	0.014	1.13231812838296	up	no
CTD-2542C24.5	0.288175633383966	0.29	0.197571165123627	no	no
KRT18P40	0.936095390960732	0.94	0.00875836860202776	no	no
ZNF430	0.0358839090302581	0.036	0.970420620675471	no	no
CTD-2542C24.9	0.213954526479435	0.21	-1.15063634012977	no	no
VN1R80P	0.895599167072607	0.9	0.461804562183751	no	no
ZNF714	0.00825722523488441	0.0083	1.26358816599491	up	no
ZNF431	0.00276365181218258	0.0028	1.12856252383006	up	no
RPL7AP10	0.0151183302604489	0.015	1.03826905324701	up	no
CTD-3233P19.8	0.0105774884204345	0.011	0.891841899733465	no	no
CTD-3233P19.7	0.714951777662946	0.71	-0.253110327649998	no	no
RPL36AP51	0.789738213286747	0.79	0.202951100770948	no	no
CTD-3030D20.1	0.122442289637185	0.12	1.16181578723056	no	no
VN1R83P	0.0291917278287251	0.029	0.796073919017302	no	no
ZNF708	0.0234626183133903	0.023	1.0035175671653	up	no
BNIP3P25	0.214906127064072	0.21	1.03099015798461	no	no
ZNF738	4.18294129123724e-05	4.2e-05	1.39175461457151	up	no
CTD-2561J22.1	0.124452213760304	0.12	0.724728337094794	no	no
ZNF493	0.00542461572989952	0.0054	1.03545419659683	up	no
CTD-2561J22.5	0.00389848803744323	0.0039	1.46336602197911	up	no
LINC00664	0.0169480324613375	0.017	0.975581212840944	no	no
ZNF429	0.077081563486748	0.077	0.332780364650636	no	no
BNIP3P26	0.175109497395176	0.18	0.981513818947785	no	no
RP11-678G14.2	0.0035715110433528	0.0036	1.25300422322252	up	no
RP11-678G14.3	0.131705189077262	0.13	0.258062220917848	no	no
RP11-678G14.4	0.883045547594407	0.88	-0.14178549891817	no	no
RP11-678G14.5	0.0988678176378952	0.099	1.14653099449182	no	no
RP11-420K14.1	0.0770410526507491	0.077	0.373035785272732	no	no
MTDHP3	0.459367702305939	0.46	2.96900829800701	no	no
MTDHP4	0.288175633383966	0.29	0.233238817166769	no	no
ZNF100	0.0228220215817894	0.023	1.1157957097183	up	no
CCNYL6	0.117940144029158	0.12	0.107971563178767	no	no
ZNF43	0.000293711215479933	0.00029	1.39903772709874	up	no
BNIP3P27	0.0143216315402929	0.014	1.15236690294327	up	no
ZNF208	0.0302940853828334	0.03	1.02356198443982	up	no
MTDHP2	0.213954526479435	0.21	-0.434995278814749	no	no
AC003973.3	0.159961790447451	0.16	0.279026420197568	no	no
BNIP3P28	0.420091599794485	0.42	1.30707494043672	no	no
AC003973.4	0.0761555360594609	0.076	0.162637199794596	no	no
ZNF257	0.00245646307567908	0.0025	1.87174311356329	up	no
BNIP3P29	0.872600060989729	0.87	0.0560505644247009	no	no
PCGF7P	0.658975075463101	0.66	0.385890012360764	no	no
VN1R85P	0.401735637055398	0.4	-0.210883860634165	no	no
ZNF676	0.218924676507923	0.22	0.792966025800589	no	no
BNIP3P30	0.447140897796841	0.45	1.21888994797156	no	no
ZNF729	0.0225236041157301	0.023	1.57060704211791	up	no
RPL34P34	0.101574807936807	0.1	0.912448656000458	no	no
ZNF98	0.0690054046588443	0.069	1.569460822741	no	no
AC025811.3	0.117940144029158	0.12	0.805797410608	no	no
ZNF209P	0.872600060989729	0.87	0.16564786239926	no	no
AC004004.2	0.288175633383966	0.29	0.622615206205719	no	no
CTC-457E21.1	0.117940144029158	0.12	0.0763238541835958	no	no
