,P149774,P149985,P153403,P153537,P154325,P155534,P157632,P158276,P158665,P158785,P160100,P160971,P161515,P161809,P161865,P165970,P164921,P164398,P165114,P169026,P170008,P170055,P172017,P172390,P172496,P174092,P176973,P177793,P186330,P182545,P179186,P179980,P181568,P170561,P184521,P184022
REACTOME_FRUCTOSE_CATABOLISM,0.263652288696964,0.259323230565181,0.272856437015869,0.25255618063096,0.232724123155741,0.26739316679046,0.281500109681364,0.276949493289621,0.290825881803744,0.289148264253112,0.279460350064911,0.265800847422947,0.261278978615695,0.206995545267739,0.264886842471885,0.221093740415414,0.286544217952323,0.249315398905274,0.302440250130608,0.286122714699145,0.215165289093815,0.282296973914643,0.250594193065889,0.271694114765273,0.29887493658356,0.248855931118847,0.271002013192549,0.293807304033363,0.272342240457387,0.248134281525304,0.242552886862321,0.273928546652458,0.281208314942075,0.316523960270051,0.275402703756392,0.245371317990464
REACTOME_FRUCTOSE_METABOLISM,0.312205762099696,0.305985206163503,0.32150900847368,0.316254194318573,0.283949614774864,0.315038194034085,0.342622213141937,0.32327076870006,0.336547764131474,0.332964523007842,0.323783824945912,0.317983752482012,0.317550199420862,0.283053674648384,0.306933476001584,0.28398053853514,0.317992913719922,0.302236744247996,0.345280909662259,0.336019983881267,0.271412268016778,0.332223369903242,0.315569124485086,0.317143631173247,0.351952339188611,0.314117628017917,0.321657317349908,0.334679360132906,0.318669049754961,0.302716800331575,0.304914085781863,0.321015702285308,0.325548157086375,0.361140693027042,0.332459235549501,0.308423073815477
REACTOME_G0_AND_EARLY_G1,0.366080724135918,0.325883286481683,0.359129132524629,0.373256333358854,0.368406711961415,0.341022922663228,0.323813747240822,0.349976474033356,0.326174453903243,0.400778435878075,0.343403421625623,0.380735838596011,0.336630696104826,0.303395038637942,0.360742854661146,0.380969210155341,0.345339454306592,0.349322362372838,0.363183675748781,0.321996343212739,0.394516425173618,0.375786748232225,0.370475771964429,0.354383500054432,0.324416083636512,0.407575177420484,0.344643410110671,0.331563092230128,0.364242001563425,0.383541634843229,0.39495863131295,0.36890572818943,0.336928757090315,0.339498412531422,0.367781361103146,0.366114618911938
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.400815968431982,0.398044063278336,0.408638275062519,0.39917873521511,0.403302092380783,0.405371470890533,0.394042060939595,0.396533575783267,0.399220761463215,0.416648886726041,0.401131644533364,0.413424277619686,0.400999875743414,0.399524506687216,0.408055202067621,0.395993388893765,0.409995693748007,0.404472987049292,0.400022922234216,0.400773074613252,0.407476077919226,0.405700061933944,0.402469337357024,0.394223821859417,0.387620722171365,0.400902221774545,0.389850542089436,0.38815823112591,0.409495266313934,0.411972245336449,0.406828554057565,0.391210636040922,0.397270715861396,0.398686023521103,0.399020961436923,0.401771434713481
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.358787697418802,0.312239266611198,0.348656193059689,0.367247823485261,0.36571332718245,0.328693753696862,0.325117765093224,0.337540290413715,0.295511084102134,0.393521040790286,0.334249809019091,0.376984512052014,0.324965993572374,0.285149021322041,0.347480440145386,0.374963854982312,0.331350193707195,0.342171915733386,0.353132775203591,0.315018513767543,0.392123623366965,0.369908506799862,0.365532472828874,0.335668991038226,0.31203595177183,0.408746569230197,0.329276917280918,0.321098127972161,0.35767067756784,0.379941656760678,0.388797825992194,0.353771361900572,0.325895104905036,0.328366139751625,0.362947220468976,0.346889246195744
REACTOME_G2_M_CHECKPOINTS,0.377388155831526,0.363305253044096,0.374101598703613,0.380118823182546,0.387613860095149,0.372160176737274,0.362314475138233,0.368076311210881,0.359610202508448,0.402597190835556,0.372412496573251,0.392308181842235,0.364373113307141,0.350179998965976,0.377185706661083,0.380406727815181,0.374242696545066,0.374877297350579,0.373790949552418,0.358899619226246,0.396564626493514,0.388729204299294,0.383812684727175,0.364835275154459,0.356020225884965,0.406378557588295,0.36218648859805,0.354499186130093,0.380875550829013,0.394114531110464,0.398731714964094,0.370039862249777,0.356813867700372,0.370964241549836,0.377209432645073,0.372546834357954
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.35800655589794,0.343777963814077,0.353173877296992,0.360313493541684,0.364116196993999,0.350865522144298,0.343476652366452,0.346809099802135,0.339830351223554,0.382599032559987,0.348501409099329,0.372967781800031,0.34293888559379,0.329844526595642,0.355024695823485,0.360264520067194,0.351351909485548,0.351971096984933,0.349853578043256,0.337240715442596,0.382486408228667,0.36879951601747,0.363256397931977,0.34619987037383,0.334452741489263,0.397834328505047,0.337378861347021,0.33245703339191,0.355207196192756,0.374435028974561,0.38495618213658,0.35139412492772,0.332513655461095,0.350249265492119,0.354616570916649,0.3526278099503
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,0.35571434844601,0.283538962975943,0.407743097498082,0.38177623441881,0.363157964157164,0.328965240406642,0.306501201103857,0.363178217929719,0.272148607468148,0.434382035193251,0.352894024871663,0.407085733728695,0.315142175207927,0.228140779709919,0.376424203244256,0.4040485015869,0.334814007934734,0.36789119509022,0.377753006805865,0.295194909946027,0.430258704842239,0.41247426786819,0.404556182648682,0.349123261609995,0.309247415992873,0.445291371012277,0.330521097978289,0.309977523419565,0.365886608890355,0.414575215258555,0.430665205140771,0.360225551635578,0.299260008588924,0.331739225649046,0.379195845102902,0.366282549246247
REACTOME_G2_PHASE,0.352271708788794,0.296013305778058,0.393480570071145,0.39924430135014,0.342461502507372,0.294894334548856,0.280504782969689,0.36280161953157,0.300806079435016,0.436876834223595,0.334471667625527,0.390623775544612,0.338448729982176,0.276915495200309,0.363007909890534,0.3854533664289,0.338922437589368,0.355388571086164,0.385859493064616,0.295818676702266,0.415248953205877,0.40281998706577,0.38788693044809,0.329172818096354,0.310645062452548,0.452784659785928,0.308626318789867,0.30512035385519,0.371181553568277,0.372786546348001,0.421632437264417,0.378491712950503,0.305357560247244,0.27774055082,0.360221926394562,0.367117992506968
REACTOME_GAB1_SIGNALOSOME,0.330003239780942,0.349126766695861,0.325490114811768,0.304102732920867,0.313411602760166,0.352236037962512,0.308310982715569,0.312790079468606,0.319807782130064,0.322635421775255,0.309278885710161,0.307329630811651,0.316114140078447,0.318552486404524,0.33186624780217,0.302767946136287,0.344368750938897,0.317137311892777,0.308327563456098,0.291473719217977,0.317294342428266,0.326298118117614,0.320872391717287,0.338027997524782,0.312275725160679,0.271013263043293,0.323405816502978,0.319558971405695,0.328823122553638,0.334879925957641,0.315998049502549,0.321022598773588,0.346782512619492,0.326957792339252,0.306883923053251,0.34094159956155
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.320892556817716,0.29406071070748,0.282418064754152,0.303190077378497,0.32271637923041,0.310848548418929,0.294907019259331,0.3075690117938,0.262142582130854,0.298981789345773,0.31017315040955,0.310438985598878,0.320269748217159,0.292040668459185,0.316268690450677,0.281163748376766,0.286773896165896,0.298495243618645,0.311204817080575,0.308430366862445,0.292294538327049,0.318178557683678,0.303208085836914,0.330063371095563,0.307624921122718,0.296848287986857,0.300139324149753,0.323320004402895,0.275269826762701,0.302921273347179,0.320713996317431,0.319999780443334,0.323884587023352,0.319628096542351,0.323872705332264,0.314257356206435
